,from_node,to_node,distance_mile,from_lat,from_lon,to_lat,to_lon,is_existing,maxFlow,capacity,susceptance
296,102,137,41.60260588534734,28.9757,-96.6483,28.9838,-95.9601,1,10000,98.0,100
297,102,195,22.75423165420151,28.9757,-96.6483,28.8287,-96.9849,1,10000,98.0,100
298,104,200,51.8258861607889,27.3251,-98.6857,27.5625,-99.4874,1,10000,149.0,100
299,104,212,45.88141624616374,27.3251,-98.6857,26.9026,-99.2612,1,10000,149.0,100
300,105,126,39.821045115204335,27.7556,-98.0653,28.33,-98.1183,1,10000,98.0,100
301,105,151,42.16352718391105,27.7556,-98.0653,27.7254,-97.3767,1,10000,221.0,100
302,106,149,58.91739610803727,32.517,-97.3344,32.0824,-96.4665,1,10000,2768.0,100
303,106,154,30.27437792813644,32.517,-97.3344,32.7536,-97.7723,1,10000,620.0,100
304,106,177,30.36797270487902,32.517,-97.3344,32.2461,-97.7442,1,10000,2915.0,100
305,106,184,18.30576189641679,32.517,-97.3344,32.7817,-97.3474,1,10000,7145.0,100
306,107,150,33.2092261849015,32.8898,-100.1329,32.4692,-100.4092,1,10000,98.0,100
307,107,175,49.9019433428962,32.8898,-100.1329,32.7272,-99.2957,1,10000,370.0,100
308,107,185,37.84226995368838,32.8898,-100.1329,32.4543,-99.7384,1,10000,497.0,100
309,108,207,29.50790198485691,28.8176,-97.8518,29.1451,-98.1651,1,10000,647.0,100
310,109,149,45.72184512443011,32.744,-96.4529,32.0824,-96.4665,1,10000,438.0,100
311,109,168,11.980820409911285,32.744,-96.4529,32.9169,-96.4374,1,10000,187.0,100
312,109,194,36.670708427430746,32.744,-96.4529,32.5546,-95.8641,1,10000,98.0,100
313,110,113,29.878323856848368,29.7847,-98.7292,30.0398,-99.132,1,10000,443.0,100
314,111,117,20.159745169941687,27.2235,-97.7955,27.5094,-97.861,1,10000,149.0,100
315,111,151,43.14940437342284,27.2235,-97.7955,27.7254,-97.3767,1,10000,2250.0,100
316,111,200,106.40689541935613,27.2235,-97.7955,27.5625,-99.4874,1,10000,523.0,100
317,111,205,51.670079207993936,27.2235,-97.7955,26.4759,-97.7769,1,10000,442.0,100
318,112,115,29.310566436718343,33.2502,-100.5748,33.6215,-100.329,1,10000,187.0,100
319,112,174,41.92118505573017,33.2502,-100.5748,32.7133,-100.9116,1,10000,251.0,100
320,112,181,21.5834054514324,33.2502,-100.5748,33.1405,-100.2253,1,10000,251.0,100
321,113,162,58.56301597503766,30.0398,-99.132,29.6691,-100.0108,1,10000,98.0,100
322,114,140,29.574210006419793,30.4906,-99.7726,30.9185,-99.7837,1,10000,149.0,100
323,114,182,52.05748877085014,30.4906,-99.7726,30.5707,-100.6423,1,10000,149.0,100
324,116,138,42.07797408870157,29.3181,-100.4109,28.7125,-100.484,1,10000,98.0,100
325,116,192,38.7946769449943,29.3181,-100.4109,29.2152,-99.7782,1,10000,98.0,100
326,116,193,28.49429719624096,29.3181,-100.4109,29.3708,-100.8801,1,10000,196.0,100
327,117,151,33.19558611345067,27.5094,-97.861,27.7254,-97.3767,1,10000,98.0,100
328,118,181,40.68052236697208,33.4471,-99.624,33.1405,-100.2253,1,10000,251.0,100
329,119,163,28.452255014419194,33.6688,-95.546,33.611,-95.0563,1,10000,561.0,100
330,119,188,48.33390588852211,33.6688,-95.546,33.1586,-94.9727,1,10000,2768.0,100
331,120,143,35.3569907932039,31.064,-98.1824,31.4513,-98.5736,1,10000,149.0,100
332,121,200,62.291308408456224,28.4364,-99.2367,27.5625,-99.4874,1,10000,149.0,100
333,124,125,28.922424955904212,31.46,-96.066,31.6809,-96.4833,1,10000,149.0,100
334,124,134,36.185435462471055,31.46,-96.066,30.9538,-95.9091,1,10000,98.0,100
335,124,167,51.02150577131683,31.46,-96.066,30.877,-96.5956,1,10000,98.0,100
336,125,132,42.31009667832389,31.6809,-96.4833,31.5599,-97.1882,1,10000,3019.0,100
337,125,149,27.76018631657158,31.6809,-96.4833,32.0824,-96.4665,1,10000,251.0,100
338,125,167,55.942017038037754,31.6809,-96.4833,30.877,-96.5956,1,10000,799.0,100
339,126,133,27.66077247027805,28.33,-98.1183,28.46,-98.5487,1,10000,98.0,100
340,126,171,56.81413697500926,28.33,-98.1183,27.8942,-97.3278,1,10000,149.0,100
341,127,172,39.99795904973034,30.6651,-98.4545,31.1975,-98.7194,1,10000,98.0,100
342,128,198,33.29444662695287,31.7073,-103.5989,31.6289,-103.0403,1,10000,98.0,100
343,128,208,31.430129237670666,31.7073,-103.5989,31.854,-103.0924,1,10000,149.0,100
344,129,130,28.270608811712886,33.5657,-101.8879,33.164,-101.7949,1,10000,1330.86,100
345,132,149,55.66739056112688,31.5599,-97.1882,32.0824,-96.4665,1,10000,3146.0,100
346,132,167,58.76064037384192,31.5599,-97.1882,30.877,-96.5956,1,10000,2768.0,100
347,134,167,41.04064450247478,30.9538,-95.9091,30.877,-96.5956,1,10000,221.0,100
348,135,141,20.26053187251697,32.1317,-101.7927,32.0243,-102.1147,1,10000,442.0,100
349,137,201,24.052435755141847,28.9838,-95.9601,29.2,-96.2723,1,10000,2020.0,100
350,138,193,51.39662010903149,28.7125,-100.484,29.3708,-100.8801,1,10000,548.0,100
351,138,200,100.00720691411271,28.7125,-100.484,27.5625,-99.4874,1,10000,548.0,100
352,139,192,38.36290098372247,29.3531,-99.1616,29.2152,-99.7782,1,10000,98.0,100
353,140,189,53.514251407267544,30.9185,-99.7837,31.4424,-100.4504,1,10000,98.0,100
354,142,167,28.96463644234267,30.6543,-97.0089,30.877,-96.5956,1,10000,2118.0,100
355,142,190,50.565824618460326,30.6543,-97.0089,30.3005,-97.7522,1,10000,3316.0,100
356,144,150,26.62307840834696,32.3996,-100.8582,32.4692,-100.4092,1,10000,98.0,100
357,144,174,21.897881817278684,32.3996,-100.8582,32.7133,-100.9116,1,10000,744.0,100
358,144,185,65.41973795295837,32.3996,-100.8582,32.4543,-99.7384,1,10000,548.0,100
359,145,209,27.20041904695395,33.5566,-97.844,33.2263,-97.5875,1,10000,753.0,100
360,148,170,38.530066620315004,31.6134,-94.6528,32.1576,-94.796,1,10000,1038.0,100
361,150,169,56.98125022847733,32.4692,-100.4092,31.7394,-99.9559,1,10000,221.0,100
362,150,174,33.76304882951178,32.4692,-100.4092,32.7133,-100.9116,1,10000,820.0,100
363,150,175,67.2261172070781,32.4692,-100.4092,32.7272,-99.2957,1,10000,2020.0,100
364,150,185,39.1218521887744,32.4692,-100.4092,32.4543,-99.7384,1,10000,1042.0,100
365,151,171,12.040476235024439,27.7254,-97.3767,27.8942,-97.3278,1,10000,2723.0,100
366,151,205,89.77803067497257,27.7254,-97.3767,26.4759,-97.7769,1,10000,820.0,100
367,153,154,18.266487498165688,32.8169,-98.0776,32.7536,-97.7723,1,10000,812.0,100
368,153,184,42.4807697017273,32.8169,-98.0776,32.7817,-97.3474,1,10000,3146.0,100
369,153,209,40.08084973754487,32.8169,-98.0776,33.2263,-97.5875,1,10000,2020.0,100
370,154,184,24.763863454028407,32.7536,-97.7723,32.7817,-97.3474,1,10000,1678.0,100
371,156,186,58.574631866458645,30.8926,-102.8842,30.1508,-102.4079,1,10000,442.0,100
372,156,191,42.68430105572614,30.8926,-102.8842,31.1325,-102.22,1,10000,478.4,100
373,156,198,51.70524243517681,30.8926,-102.8842,31.6289,-103.0403,1,10000,149.0,100
374,157,160,15.152248592333112,35.1984,-101.8316,34.9911,-101.919,1,10000,257.76,100
375,159,194,22.944391859279392,32.8766,-95.7677,32.5546,-95.8641,1,10000,247.0,100
376,159,210,23.194534668761555,32.8766,-95.7677,32.6462,-95.4774,1,10000,98.0,100
377,162,192,34.3447280812838,29.6691,-100.0108,29.2152,-99.7782,1,10000,98.0,100
378,164,198,60.91463189461467,30.984,-103.7438,31.6289,-103.0403,1,10000,98.0,100
379,165,171,28.731930951928234,28.3074,-97.275,27.8942,-97.3278,1,10000,370.0,100
380,169,189,35.61269938929111,31.7394,-99.9559,31.4424,-100.4504,1,10000,288.0,100
381,170,176,31.821604777083678,32.1576,-94.796,32.3184,-95.3062,1,10000,196.0,100
382,173,180,71.31967172127797,30.8617,-100.5979,31.8392,-100.986,1,10000,548.0,100
383,173,182,20.27964341624827,30.8617,-100.5979,30.5707,-100.6423,1,10000,98.0,100
384,173,189,41.06200647978844,30.8617,-100.5979,31.4424,-100.4504,1,10000,442.0,100
385,173,193,104.38913084096482,30.8617,-100.5979,29.3708,-100.8801,1,10000,548.0,100
386,175,179,22.36366509842255,32.7272,-99.2957,32.7566,-98.9125,1,10000,251.0,100
387,175,185,31.934507917712814,32.7272,-99.2957,32.4543,-99.7384,1,10000,1500.0,100
388,175,211,49.02275410413236,32.7272,-99.2957,33.1017,-98.5779,1,10000,2020.0,100
389,176,188,61.20602347568284,32.3184,-95.3062,33.1586,-94.9727,1,10000,647.0,100
390,176,194,36.39930647634543,32.3184,-95.3062,32.5546,-95.8641,1,10000,196.0,100
391,176,210,24.750923440634498,32.3184,-95.3062,32.6462,-95.4774,1,10000,98.0,100
392,178,212,45.1379659378799,26.3808,-98.8215,26.9026,-99.2612,1,10000,298.0,100
393,180,185,84.46147428761103,31.8392,-100.986,32.4543,-99.7384,1,10000,1000.0,100
394,184,209,33.72449118783323,32.7817,-97.3474,33.2263,-97.5875,1,10000,620.0,100
395,186,193,106.31531722219657,30.1508,-102.4079,29.3708,-100.8801,1,10000,149.0,100
396,190,206,16.505734660475625,30.3005,-97.7522,30.527,-97.6642,1,10000,10629.0,100
397,191,193,145.64700724861876,31.1325,-102.22,29.3708,-100.8801,1,10000,647.0,100
398,194,210,23.383144488634574,32.5546,-95.8641,32.6462,-95.4774,1,10000,98.0,100
399,197,199,42.13044841325694,29.7905,-95.8353,30.1584,-96.3966,1,10000,149.0,100
400,198,208,15.852310371478753,31.6289,-103.0403,31.854,-103.0924,1,10000,221.0,100
401,200,212,47.668287666490215,27.5625,-99.4874,26.9026,-99.2612,1,10000,149.0,100
402,203,204,47.17515475461715,33.9072,-98.5291,34.1479,-99.3,1,10000,251.0,100
403,203,211,55.729075984070406,33.9072,-98.5291,33.1017,-98.5779,1,10000,2020.0,100
404,5,29,16.5,35.1075,-101.3629,35.3461,-101.3804,0,10000,0.0,100
405,5,157,27.2,35.1075,-101.3629,35.1984,-101.8316,0,10000,0.0,100
406,5,58,29.2,35.1075,-101.3629,34.9366,-100.8918,0,10000,0.0,100
407,15,76,29.5,32.767,-101.4465,33.191,-101.3814,0,10000,0.0,100
408,19,103,20.2,30.364,-103.665,30.5789,-103.8946,0,10000,0.0,100
409,20,183,27.2,34.4714,-101.304,34.5374,-101.7741,0,10000,0.0,100
410,20,69,33.8,34.4714,-101.304,33.9835,-101.3368,0,10000,0.0,100
411,30,52,20.7,34.5324,-102.3111,34.8225,-102.4001,0,10000,0.0,100
412,30,155,24.6,34.5324,-102.3111,34.6394,-102.723,0,10000,0.0,100
413,30,183,30.6,34.5324,-102.3111,34.5374,-101.7741,0,10000,0.0,100
414,33,86,26.4,34.4293,-100.2516,34.7268,-100.5416,0,10000,0.0,100
415,33,45,28.8,34.4293,-100.2516,34.0144,-100.3038,0,10000,0.0,100
416,33,38,29.4,34.4293,-100.2516,34.8538,-100.214,0,10000,0.0,100
417,38,202,25.1,34.8538,-100.214,35.2154,-100.2462,0,10000,0.0,100
418,42,131,28.6,31.2163,-99.844,31.1322,-99.37,0,10000,0.0,100
419,45,147,29.6,34.0144,-100.3038,34.015,-100.8211,0,10000,0.0,100
420,46,191,19.5,31.3918,-102.3503,31.1325,-102.22,0,10000,0.0,100
421,46,61,33.7,31.3918,-102.3503,31.8801,-102.3448,0,10000,0.0,100
422,46,198,43.8,31.3918,-102.3503,31.6289,-103.0403,0,10000,0.0,100
423,47,161,36.7,30.7074,-101.206,31.1941,-101.4534,0,10000,0.0,100
424,48,69,24.3,33.6413,-101.2377,33.9835,-101.3368,0,10000,0.0,100
425,48,76,32.2,33.6413,-101.2377,33.191,-101.3814,0,10000,0.0,100
426,49,103,64.2,31.0407,-104.8341,30.5789,-103.8946,0,10000,0.0,100
427,52,155,22.3,34.8225,-102.4001,34.6394,-102.723,0,10000,0.0,100
428,52,152,29.3,34.8225,-102.4001,35.2453,-102.4294,0,10000,0.0,100
429,69,85,26.4,33.9835,-101.3368,34.1911,-101.7235,0,10000,0.0,100
430,69,147,29.6,33.9835,-101.3368,34.015,-100.8211,0,10000,0.0,100
431,70,88,21.6,33.9839,-99.7241,34.2954,-99.7428,0,10000,0.0,100
432,76,130,24.0,33.191,-101.3814,33.164,-101.7949,0,10000,0.0,100
433,81,5,37.8,35.5479,-100.9651,35.1075,-101.3629,0,10000,0.0,100
434,85,183,24.1,34.1911,-101.7235,34.5374,-101.7741,0,10000,0.0,100
435,88,204,27.3,34.2954,-99.7428,34.1479,-99.3,0,10000,0.0,100
436,88,33,30.5,34.2954,-99.7428,34.4293,-100.2516,0,10000,0.0,100
437,100,161,37.7,31.262,-100.8208,31.1941,-101.4534,0,10000,0.0,100
438,103,164,29.4,30.5789,-103.8946,30.984,-103.7438,0,10000,0.0,100
439,103,156,63.8,30.5789,-103.8946,30.8926,-102.8842,0,10000,0.0,100
440,114,136,36.9,30.4906,-99.7726,30.748,-99.2288,0,10000,0.0,100
441,129,76,39.0,33.5657,-101.8879,33.191,-101.3814,0,10000,0.0,100
442,131,136,27.8,31.1322,-99.37,30.748,-99.2288,0,10000,0.0,100
443,131,140,28.6,31.1322,-99.37,30.9185,-99.7837,0,10000,0.0,100
444,134,196,27.3,30.9538,-95.9091,30.7009,-95.5567,0,10000,0.0,100
445,136,140,35.0,30.748,-99.2288,30.9185,-99.7837,0,10000,0.0,100
446,146,196,36.5,30.1738,-95.5134,30.7009,-95.5567,0,10000,0.0,100
447,147,48,35.2,34.015,-100.8211,33.6413,-101.2377,0,10000,0.0,100
448,152,160,33.8,35.2453,-102.4294,34.9911,-101.919,0,10000,0.0,100
449,152,157,33.9,35.2453,-102.4294,35.1984,-101.8316,0,10000,0.0,100
450,155,152,45.0,34.6394,-102.723,35.2453,-102.4294,0,10000,0.0,100
451,156,46,46.8,30.8926,-102.8842,31.3918,-102.3503,0,10000,0.0,100
452,158,103,75.8,29.5603,-104.3653,30.5789,-103.8946,0,10000,0.0,100
453,160,52,29.6,34.9911,-101.919,34.8225,-102.4001,0,10000,0.0,100
454,160,183,32.4,34.9911,-101.919,34.5374,-101.7741,0,10000,0.0,100
455,161,191,45.5,31.1941,-101.4534,31.1325,-102.22,0,10000,0.0,100
456,166,202,39.8,35.6923,-100.6417,35.2154,-100.2462,0,10000,0.0,100
457,196,83,38.4,30.7009,-95.5567,30.3873,-96.0901,0,10000,0.0,100
458,202,86,37.7,35.2154,-100.2462,34.7268,-100.5416,0,10000,0.0,100
